"20","Orange","ORA.PA","32847293802","12.3463","France"
"115","Criteo","CRTO","2029729664","37.35","France"
"124","Eutelsat","ETL.PA","1796300941","3.78338","France"
"141","OVH Groupe","OVH.PA","1137278847","7.55617","France"
