"21","Telstra","TLS.AX","36925603361","3.21724","Australia"
"79","TPG Telecom","TPG.AX","6337017327","3.40821","Australia"
"136","Tuas Limited","TUA.AX","1626406335","3.47618","Australia"
"149","Superloop Limited","SLC.AX","1098619462","2.14591","Australia"
"155","Aussie Broadband Limited","ABB.AX","854640680","2.98097","Australia"
"178","Hutchison Telecommunications (Australia)","HTA.AX","272363742","0.0200673","Australia"
